open_time_utc,close_time_utc,open,high,low,close,base_volume_eth,quote_volume_btc,trade_count,taker_buy_base_volume_eth,taker_buy_quote_volume_btc,row_status,settlement_timezone
2026-07-25T22:00:00.000Z,2026-07-26T21:59:59.999Z,0.02910000,0.02972000,0.02909000,0.02969000,2871.26810000,84.46370115,16602,1613.92260000,47.48958192,SETTLED,Europe/Copenhagen
2026-07-26T22:00:00.000Z,2026-07-27T21:59:59.999Z,0.02970000,0.03020000,0.02969000,0.02995000,11161.22110000,333.81375209,40469,5281.75370000,157.95290057,SETTLED,Europe/Copenhagen
2026-07-27T22:00:00.000Z,2026-07-28T21:59:59.999Z,0.02996000,0.03012000,0.02953000,0.03007000,10881.88750000,323.83569899,36988,5798.17830000,172.74387719,SETTLED,Europe/Copenhagen
2026-07-28T22:00:00.000Z,2026-07-29T21:59:59.999Z,0.03008000,0.03010000,0.02964000,0.02980000,2536.19290000,75.68754889,9349,1239.04620000,36.99976866,IN_PROGRESS,Europe/Copenhagen
