episode_id,outcome,start_date,first_gate,ret_1d_pct,ret_3d_pct,ret_7d_pct,ret_14d_pct,ret_30d_pct,ret_60d_pct,mfe_60d_pct,mae_60d_pct,all_btc_d_5d_falling,any_btc_d_reclaim_plus_0_75pp_within_10d,dominant_deployment_state,median_deployment_intensity_30d_pctile_365d,median_selected_chain_positive_ratio_change_7d_pct
EP01_2025_FEB_MAR_FAKE,FAKE,2025-02-12,0.0275,-0.9632656166839948,-1.2858780382513757,0.5423144968536686,-0.5743130326835266,-18.578744708645345,-31.33940321200762,4.771499625187059,-32.78665014660975,False,True,EXPANDING_DEPLOYMENT,77.534247,80.0
EP02_2025_JUL_REAL,REAL,2025-07-15,0.0265,6.670316946957233,12.725444371351834,17.104577352664574,20.713314996894393,41.86803749468009,49.84556479346007,58.05382273997171,0.0,True,False,EXPANDING_DEPLOYMENT,55.890411,80.0
EP03_2026_FEB_FAKE,FAKE,2026-02-07,0.03,-1.5432326049462541,-2.808427133102609,-5.389404292225308,-4.154999901660772,-3.633431173718593,0.922347410023705,3.9534726698668754,-5.389404292225308,True,True,PARKING_ACCUMULATION,33.69863,40.0
EP04_2026_MAR_APR_FAKE,FAKE,2026-03-16,0.03,-0.16395458766412796,-2.6259833629378337,-3.2927169264201472,-3.3287615602501486,0.42875381375593324,-10.382273132428177,1.3942033440449864,-10.382273132428177,False,False,BROAD_CONTRACTION,0.273973,0.0
EP05_2026_MAY_JUN_FAKE,FAKE,2026-05-23,0.0275,-1.2647700342345636,-1.0014932469603943,-0.7736210467798488,-6.618652379728463,,,,3.3203985617778597,-6.618652379728463,False,False,ACTIVITY_WITHOUT_SUPPLY_GROWTH,10.136986,80.0
EP06_2026_JUN_JUL_UNRESOLVED,UNRESOLVED,2026-06-29,0.0265,,,,,,,,,True,False,ACTIVITY_WITHOUT_SUPPLY_GROWTH,22.465753,40.0
