horizon_days,n_fires,median_after_fire_pct,mean_after_fire_pct,negative_rate_after_fire_pct,all_days_median_pct,all_days_mean_pct,all_days_negative_rate_pct,median_edge_pp,mean_edge_pp
1,21,0.310888834581835,0.13843519658833317,47.61904761904761,-0.043316071982468785,-0.04131387818852249,51.02459016393443,0.3542049065643038,0.17974907477685567
3,21,1.2221711992520756,0.26993953042279245,33.33333333333333,0.12960740313624486,-0.1703904410896042,47.94238683127572,1.0925637961158308,0.4403299715123966
5,21,1.1679141477145327,0.6158449691911816,38.095238095238095,-0.04269801050869049,-0.29416066692109244,50.413223140495866,1.2106121582232232,0.910005636112274
7,21,1.5189002657484352,1.107761095845524,38.095238095238095,-0.06979040514992207,-0.41259025893492657,50.4149377593361,1.5886906708983572,1.5203513547804506
10,21,2.7401266229918786,2.04997692183026,28.57142857142857,-0.041281553640726276,-0.5229632710326065,50.31315240083507,2.781408176632605,2.572940192862867
14,21,1.5547500397174119,1.7837846023835746,28.57142857142857,0.04346747839978349,-0.6565132409967348,49.89473684210527,1.5112825613176284,2.4402978433803098
21,21,2.5244898071612454,2.357966801673024,42.857142857142854,-0.687141939937852,-0.8758221212437054,54.91452991452992,3.2116317470990974,3.23378892291673
