task,model,oos_rows,folds,oos_r2,sign_accuracy,actual_positive_rate,predicted_positive_rate,mae,correlation
target_btc_5d,FULL_NO_BC,522,4,-1.388035986860943,0.49808429118773945,0.5153256704980843,0.6532567049808429,0.05568093214640983,0.03775678007114397
target_btc_5d,PRICE,522,4,-0.6898789307508322,0.4846743295019157,0.5153256704980843,0.6398467432950191,0.047537448848789396,0.056229292228275794
target_btc_5d,PRICE_BREADTH_DOM,522,4,-1.0857210284789294,0.5076628352490421,0.5153256704980843,0.7164750957854407,0.05241683840083373,0.025099597923544215
target_btc_5d,PRICE_BREADTH_DOM_ETF,522,4,-1.1677116933782106,0.49808429118773945,0.5153256704980843,0.7222222222222222,0.05308498377752738,0.036558167848733225
target_btc_5d,PRICE_ETF,522,4,-0.8910390800417771,0.49233716475095785,0.5153256704980843,0.6168582375478927,0.05036170147525155,0.06117846979036321
target_ethbtc_20d,FULL_WITH_ETF_SENT_BC_PIT,490,4,-2.7937642741569744,0.35918367346938773,0.3877551020408163,0.3224489795918367,0.20247712479777816,-0.21092869522977242
target_ethbtc_20d,PRICE,490,4,-1.1924000978435272,0.3795918367346939,0.3877551020408163,0.42857142857142855,0.1328256926488282,-0.5366334478534348
target_ethbtc_20d,PRICE_BREADTH_DOM,490,4,-1.119133548194072,0.35918367346938773,0.3877551020408163,0.2938775510204082,0.13125119988065173,-0.6164900635123973
target_ethbtc_20d,PRICE_BREADTH_DOM_DERIV,490,4,-1.4124423607226593,0.3306122448979592,0.3877551020408163,0.3673469387755102,0.14055796713170715,-0.6482098505420977
