event_date,knowledge_date,entry_date,end_date,fwd_180d,halving_cycle,days_since_halving,matched_controls,clock_median_180d,residual_vs_clock,event_percentile_in_controls
2013-02-28,2013-03-01,2013-03-01,2013-08-28,2.418960168414074,0,92.0,12,0.9363894745795747,1.4825706938344994,0.8333333333333334
2017-02-28,2017-03-01,2017-03-01,2017-08-28,2.5652484951392083,1,234.0,12,0.6466475987791129,1.9186008963600953,0.6666666666666666
2021-02-28,2021-03-01,2021-03-01,2021-08-28,-0.01575475008391891,2,293.0,12,2.7090179967028805,-2.7247727467867993,0.0
