date_utc,chain,stablecoin_supply,supply_change_7d_pct,supply_change_30d_pct,dex_volume,dex_change_7d_pct,dex_change_30d_pct,daily_dex_to_supply,deployment_intensity_7d,deployment_intensity_30d,deployment_intensity_30d_percentile_trailing365d,deployment_state_7d,interpretation_boundary
2026-07-10,Arbitrum,3848938068.00,-1.059001,-4.999478,113371836.00,-22.384315,-42.731447,0.02945499,0.21898478,1.32787345,1.643836,BROAD_CONTRACTION,DESCRIPTIVE_SHADOW_ONLY
2026-07-10,BSC,18027062413.00,1.390741,4.231855,554493748.00,-11.560563,-39.628446,0.03075900,0.22578931,1.15877128,0.273973,PARKING_ACCUMULATION,DESCRIPTIVE_SHADOW_ONLY
2026-07-10,Base,4812390942.00,-1.574531,3.486556,784596399.00,23.196876,-36.589163,0.16303670,1.15897886,5.24412683,16.712329,ACTIVITY_WITHOUT_SUPPLY_GROWTH,DESCRIPTIVE_SHADOW_ONLY
2026-07-10,Ethereum,151650405394.00,-1.263656,-4.045489,1279668269.00,52.746544,41.536042,0.00843826,0.05737693,0.18430728,1.643836,ACTIVITY_WITHOUT_SUPPLY_GROWTH,DESCRIPTIVE_SHADOW_ONLY
2026-07-10,Solana,15357530969.00,-4.277916,-1.748818,1592933244.00,-10.943820,-20.133602,0.10372254,0.72066231,4.08053814,17.534247,BROAD_CONTRACTION,DESCRIPTIVE_SHADOW_ONLY
2026-07-10,TOTAL,308539073243.00,-0.308823,-1.653334,6359856446.00,12.501452,-7.076282,0.02061346,0.14931419,0.63588092,6.301370,ACTIVITY_WITHOUT_SUPPLY_GROWTH,DESCRIPTIVE_SHADOW_ONLY
